Team,Season,PlayerName,DateOfBirth,Position,ShirtNumber,Nationality,CurrentClub,ClubLeague,Height,Weight,PreferredFoot
Iran,2026,Player IRA-18,10/05/1998,FW,18,Iran,Real Madrid,LaLiga,183,70,Right
Iran,2026,Player IRA-19,11/05/1998,FW,19,Iran,Manchester City,Premier League,184,71,Right
Iran,2026,Player IRA-20,12/05/1998,GK,20,Iran,Bayern Munich,Bundesliga,192,86,Right
Iran,2026,Player IRA-21,13/05/1998,DF,21,Iran,PSG,Ligue 1,186,73,Left
Iran,2026,Player IRA-22,14/05/1998,DF,22,Iran,Inter Milan,Serie A,187,74,Right
Iran,2026,Player IRA-23,15/05/1998,DF,23,Iran,Al-Hilal,Saudi Pro League,188,75,Right
Iran,2026,Player IRA-24,16/05/1998,MF,24,Iran,Real Madrid,LaLiga,189,76,Right
Iran,2026,Player IRA-25,17/05/1998,MF,25,Iran,Manchester City,Premier League,190,77,Right
Iran,2026,Player IRA-26,18/05/1998,MF,26,Iran,Bayern Munich,Bundesliga,191,78,Right
Saudi Arabia,2026,Player SAU-1,11/05/1998,DF,1,Saudi Arabia,Manchester City,Premier League,181,71,Right
Saudi Arabia,2026,Player SAU-2,12/05/1998,DF,2,Saudi Arabia,Bayern Munich,Bundesliga,182,72,Right
Saudi Arabia,2026,Player SAU-3,13/05/1998,DF,3,Saudi Arabia,PSG,Ligue 1,183,73,Left
Saudi Arabia,2026,Player SAU-4,14/05/1998,MF,4,Saudi Arabia,Inter Milan,Serie A,184,74,Right
Saudi Arabia,2026,Player SAU-5,15/05/1998,MF,5,Saudi Arabia,Al-Hilal,Saudi Pro League,185,75,Right
Saudi Arabia,2026,Player SAU-6,16/05/1998,MF,6,Saudi Arabia,Real Madrid,LaLiga,186,76,Right
Saudi Arabia,2026,Player SAU-7,17/05/1998,FW,7,Saudi Arabia,Manchester City,Premier League,187,77,Left
Saudi Arabia,2026,Player SAU-8,18/05/1998,FW,8,Saudi Arabia,Bayern Munich,Bundesliga,188,78,Right
Saudi Arabia,2026,Player SAU-9,19/05/1998,FW,9,Saudi Arabia,PSG,Ligue 1,189,79,Right
Saudi Arabia,2026,Player SAU-10,20/05/1998,GK,10,Saudi Arabia,Inter Milan,Serie A,192,86,Right
Saudi Arabia,2026,Player SAU-11,21/05/1998,DF,11,Saudi Arabia,Al-Hilal,Saudi Pro League,191,81,Left
Saudi Arabia,2026,Player SAU-12,22/05/1998,DF,12,Saudi Arabia,Real Madrid,LaLiga,192,82,Right
Saudi Arabia,2026,Player SAU-13,23/05/1998,DF,13,Saudi Arabia,Manchester City,Premier League,193,83,Right
Saudi Arabia,2026,Player SAU-14,24/05/1998,MF,14,Saudi Arabia,Bayern Munich,Bundesliga,194,84,Right
Saudi Arabia,2026,Player SAU-15,25/05/1998,MF,15,Saudi Arabia,PSG,Ligue 1,180,85,Right
Saudi Arabia,2026,Player SAU-16,26/05/1998,MF,16,Saudi Arabia,Inter Milan,Serie A,181,86,Right
Saudi Arabia,2026,Player SAU-17,27/05/1998,FW,17,Saudi Arabia,Al-Hilal,Saudi Pro League,182,87,Right
Saudi Arabia,2026,Player SAU-18,10/05/1998,FW,18,Saudi Arabia,Real Madrid,LaLiga,183,70,Right
Saudi Arabia,2026,Player SAU-19,11/05/1998,FW,19,Saudi Arabia,Manchester City,Premier League,184,71,Right
Saudi Arabia,2026,Player SAU-20,12/05/1998,GK,20,Saudi Arabia,Bayern Munich,Bundesliga,192,86,Right
Saudi Arabia,2026,Player SAU-21,13/05/1998,DF,21,Saudi Arabia,PSG,Ligue 1,186,73,Left
Saudi Arabia,2026,Player SAU-22,14/05/1998,DF,22,Saudi Arabia,Inter Milan,Serie A,187,74,Right
Saudi Arabia,2026,Player SAU-23,15/05/1998,DF,23,Saudi Arabia,Al-Hilal,Saudi Pro League,188,75,Right
Saudi Arabia,2026,Player SAU-24,16/05/1998,MF,24,Saudi Arabia,Real Madrid,LaLiga,189,76,Right
Saudi Arabia,2026,Player SAU-25,17/05/1998,MF,25,Saudi Arabia,Manchester City,Premier League,190,77,Right
Saudi Arabia,2026,Player SAU-26,18/05/1998,MF,26,Saudi Arabia,Bayern Munich,Bundesliga,191,78,Right
Uruguay,2026,Player URU-1,11/05/1998,DF,1,Uruguay,Manchester City,Premier League,181,71,Right
Uruguay,2026,Player URU-2,12/05/1998,DF,2,Uruguay,Bayern Munich,Bundesliga,182,72,Right
Uruguay,2026,Player URU-3,13/05/1998,DF,3,Uruguay,PSG,Ligue 1,183,73,Left
Uruguay,2026,Player URU-4,14/05/1998,MF,4,Uruguay,Inter Milan,Serie A,184,74,Right
Uruguay,2026,Player URU-5,15/05/1998,MF,5,Uruguay,Al-Hilal,Saudi Pro League,185,75,Right
Uruguay,2026,Player URU-6,16/05/1998,MF,6,Uruguay,Real Madrid,LaLiga,186,76,Right
Uruguay,2026,Player URU-7,17/05/1998,FW,7,Uruguay,Manchester City,Premier League,187,77,Left
Uruguay,2026,Player URU-8,18/05/1998,FW,8,Uruguay,Bayern Munich,Bundesliga,188,78,Right
Uruguay,2026,Player URU-9,19/05/1998,FW,9,Uruguay,PSG,Ligue 1,189,79,Right
Uruguay,2026,Player URU-10,20/05/1998,GK,10,Uruguay,Inter Milan,Serie A,192,86,Right
Uruguay,2026,Player URU-11,21/05/1998,DF,11,Uruguay,Al-Hilal,Saudi Pro League,191,81,Left
Uruguay,2026,Player URU-12,22/05/1998,DF,12,Uruguay,Real Madrid,LaLiga,192,82,Right
Uruguay,2026,Player URU-13,23/05/1998,DF,13,Uruguay,Manchester City,Premier League,193,83,Right
Uruguay,2026,Player URU-14,24/05/1998,MF,14,Uruguay,Bayern Munich,Bundesliga,194,84,Right
Uruguay,2026,Player URU-15,25/05/1998,MF,15,Uruguay,PSG,Ligue 1,180,85,Right
Uruguay,2026,Player URU-16,26/05/1998,MF,16,Uruguay,Inter Milan,Serie A,181,86,Right
Uruguay,2026,Player URU-17,27/05/1998,FW,17,Uruguay,Al-Hilal,Saudi Pro League,182,87,Right
Uruguay,2026,Player URU-18,10/05/1998,FW,18,Uruguay,Real Madrid,LaLiga,183,70,Right
Uruguay,2026,Player URU-19,11/05/1998,FW,19,Uruguay,Manchester City,Premier League,184,71,Right
Uruguay,2026,Player URU-20,12/05/1998,GK,20,Uruguay,Bayern Munich,Bundesliga,192,86,Right
Uruguay,2026,Player URU-21,13/05/1998,DF,21,Uruguay,PSG,Ligue 1,186,73,Left
Uruguay,2026,Player URU-22,14/05/1998,DF,22,Uruguay,Inter Milan,Serie A,187,74,Right
Uruguay,2026,Player URU-23,15/05/1998,DF,23,Uruguay,Al-Hilal,Saudi Pro League,188,75,Right
Uruguay,2026,Player URU-24,16/05/1998,MF,24,Uruguay,Real Madrid,LaLiga,189,76,Right
Uruguay,2026,Player URU-25,17/05/1998,MF,25,Uruguay,Manchester City,Premier League,190,77,Right
Uruguay,2026,Player URU-26,18/05/1998,MF,26,Uruguay,Bayern Munich,Bundesliga,191,78,Right
Colombia,2026,Player COL-1,11/05/1998,DF,1,Colombia,Manchester City,Premier League,181,71,Right
Colombia,2026,Player COL-2,12/05/1998,DF,2,Colombia,Bayern Munich,Bundesliga,182,72,Right
Colombia,2026,Player COL-3,13/05/1998,DF,3,Colombia,PSG,Ligue 1,183,73,Left
Colombia,2026,Player COL-4,14/05/1998,MF,4,Colombia,Inter Milan,Serie A,184,74,Right
Colombia,2026,Player COL-5,15/05/1998,MF,5,Colombia,Al-Hilal,Saudi Pro League,185,75,Right
Colombia,2026,Player COL-6,16/05/1998,MF,6,Colombia,Real Madrid,LaLiga,186,76,Right
Colombia,2026,Player COL-7,17/05/1998,FW,7,Colombia,Manchester City,Premier League,187,77,Left
Colombia,2026,Player COL-8,18/05/1998,FW,8,Colombia,Bayern Munich,Bundesliga,188,78,Right
Colombia,2026,Player COL-9,19/05/1998,FW,9,Colombia,PSG,Ligue 1,189,79,Right
Colombia,2026,Player COL-10,20/05/1998,GK,10,Colombia,Inter Milan,Serie A,192,86,Right
Colombia,2026,Player COL-11,21/05/1998,DF,11,Colombia,Al-Hilal,Saudi Pro League,191,81,Left
Colombia,2026,Player COL-12,22/05/1998,DF,12,Colombia,Real Madrid,LaLiga,192,82,Right
Colombia,2026,Player COL-13,23/05/1998,DF,13,Colombia,Manchester City,Premier League,193,83,Right
Colombia,2026,Player COL-14,24/05/1998,MF,14,Colombia,Bayern Munich,Bundesliga,194,84,Right
Colombia,2026,Player COL-15,25/05/1998,MF,15,Colombia,PSG,Ligue 1,180,85,Right
Colombia,2026,Player COL-16,26/05/1998,MF,16,Colombia,Inter Milan,Serie A,181,86,Right
Colombia,2026,Player COL-17,27/05/1998,FW,17,Colombia,Al-Hilal,Saudi Pro League,182,87,Right
Colombia,2026,Player COL-18,10/05/1998,FW,18,Colombia,Real Madrid,LaLiga,183,70,Right
Colombia,2026,Player COL-19,11/05/1998,FW,19,Colombia,Manchester City,Premier League,184,71,Right
Colombia,2026,Player COL-20,12/05/1998,GK,20,Colombia,Bayern Munich,Bundesliga,192,86,Right
Colombia,2026,Player COL-21,13/05/1998,DF,21,Colombia,PSG,Ligue 1,186,73,Left
Colombia,2026,Player COL-22,14/05/1998,DF,22,Colombia,Inter Milan,Serie A,187,74,Right
Colombia,2026,Player COL-23,15/05/1998,DF,23,Colombia,Al-Hilal,Saudi Pro League,188,75,Right
Colombia,2026,Player COL-24,16/05/1998,MF,24,Colombia,Real Madrid,LaLiga,189,76,Right
Colombia,2026,Player COL-25,17/05/1998,MF,25,Colombia,Manchester City,Premier League,190,77,Right
Colombia,2026,Player COL-26,18/05/1998,MF,26,Colombia,Bayern Munich,Bundesliga,191,78,Right
Ecuador,2026,Player ECU-1,11/05/1998,DF,1,Ecuador,Manchester City,Premier League,181,71,Right
Ecuador,2026,Player ECU-2,12/05/1998,DF,2,Ecuador,Bayern Munich,Bundesliga,182,72,Right
Ecuador,2026,Player ECU-3,13/05/1998,DF,3,Ecuador,PSG,Ligue 1,183,73,Left
Ecuador,2026,Player ECU-4,14/05/1998,MF,4,Ecuador,Inter Milan,Serie A,184,74,Right
Ecuador,2026,Player ECU-5,15/05/1998,MF,5,Ecuador,Al-Hilal,Saudi Pro League,185,75,Right
Ecuador,2026,Player ECU-6,16/05/1998,MF,6,Ecuador,Real Madrid,LaLiga,186,76,Right
Ecuador,2026,Player ECU-7,17/05/1998,FW,7,Ecuador,Manchester City,Premier League,187,77,Left
Ecuador,2026,Player ECU-8,18/05/1998,FW,8,Ecuador,Bayern Munich,Bundesliga,188,78,Right
Ecuador,2026,Player ECU-9,19/05/1998,FW,9,Ecuador,PSG,Ligue 1,189,79,Right
Ecuador,2026,Player ECU-10,20/05/1998,GK,10,Ecuador,Inter Milan,Serie A,192,86,Right
Ecuador,2026,Player ECU-11,21/05/1998,DF,11,Ecuador,Al-Hilal,Saudi Pro League,191,81,Left
Ecuador,2026,Player ECU-12,22/05/1998,DF,12,Ecuador,Real Madrid,LaLiga,192,82,Right
Ecuador,2026,Player ECU-13,23/05/1998,DF,13,Ecuador,Manchester City,Premier League,193,83,Right
Ecuador,2026,Player ECU-14,24/05/1998,MF,14,Ecuador,Bayern Munich,Bundesliga,194,84,Right
Ecuador,2026,Player ECU-15,25/05/1998,MF,15,Ecuador,PSG,Ligue 1,180,85,Right
Ecuador,2026,Player ECU-16,26/05/1998,MF,16,Ecuador,Inter Milan,Serie A,181,86,Right
Ecuador,2026,Player ECU-17,27/05/1998,FW,17,Ecuador,Al-Hilal,Saudi Pro League,182,87,Right
Ecuador,2026,Player ECU-18,10/05/1998,FW,18,Ecuador,Real Madrid,LaLiga,183,70,Right
Ecuador,2026,Player ECU-19,11/05/1998,FW,19,Ecuador,Manchester City,Premier League,184,71,Right
Ecuador,2026,Player ECU-20,12/05/1998,GK,20,Ecuador,Bayern Munich,Bundesliga,192,86,Right
Ecuador,2026,Player ECU-21,13/05/1998,DF,21,Ecuador,PSG,Ligue 1,186,73,Left
Ecuador,2026,Player ECU-22,14/05/1998,DF,22,Ecuador,Inter Milan,Serie A,187,74,Right
Ecuador,2026,Player ECU-23,15/05/1998,DF,23,Ecuador,Al-Hilal,Saudi Pro League,188,75,Right
Ecuador,2026,Player ECU-24,16/05/1998,MF,24,Ecuador,Real Madrid,LaLiga,189,76,Right
Ecuador,2026,Player ECU-25,17/05/1998,MF,25,Ecuador,Manchester City,Premier League,190,77,Right
Ecuador,2026,Player ECU-26,18/05/1998,MF,26,Ecuador,Bayern Munich,Bundesliga,191,78,Right
Peru,2026,Player PER-1,11/05/1998,DF,1,Peru,Manchester City,Premier League,181,71,Right
Peru,2026,Player PER-2,12/05/1998,DF,2,Peru,Bayern Munich,Bundesliga,182,72,Right
Peru,2026,Player PER-3,13/05/1998,DF,3,Peru,PSG,Ligue 1,183,73,Left
Peru,2026,Player PER-4,14/05/1998,MF,4,Peru,Inter Milan,Serie A,184,74,Right
Peru,2026,Player PER-5,15/05/1998,MF,5,Peru,Al-Hilal,Saudi Pro League,185,75,Right
Peru,2026,Player PER-6,16/05/1998,MF,6,Peru,Real Madrid,LaLiga,186,76,Right
Peru,2026,Player PER-7,17/05/1998,FW,7,Peru,Manchester City,Premier League,187,77,Left
Peru,2026,Player PER-8,18/05/1998,FW,8,Peru,Bayern Munich,Bundesliga,188,78,Right
Peru,2026,Player PER-9,19/05/1998,FW,9,Peru,PSG,Ligue 1,189,79,Right
Peru,2026,Player PER-10,20/05/1998,GK,10,Peru,Inter Milan,Serie A,192,86,Right
Peru,2026,Player PER-11,21/05/1998,DF,11,Peru,Al-Hilal,Saudi Pro League,191,81,Left
Peru,2026,Player PER-12,22/05/1998,DF,12,Peru,Real Madrid,LaLiga,192,82,Right
Peru,2026,Player PER-13,23/05/1998,DF,13,Peru,Manchester City,Premier League,193,83,Right
Peru,2026,Player PER-14,24/05/1998,MF,14,Peru,Bayern Munich,Bundesliga,194,84,Right
Peru,2026,Player PER-15,25/05/1998,MF,15,Peru,PSG,Ligue 1,180,85,Right
Peru,2026,Player PER-16,26/05/1998,MF,16,Peru,Inter Milan,Serie A,181,86,Right
Peru,2026,Player PER-17,27/05/1998,FW,17,Peru,Al-Hilal,Saudi Pro League,182,87,Right
Peru,2026,Player PER-18,10/05/1998,FW,18,Peru,Real Madrid,LaLiga,183,70,Right
Peru,2026,Player PER-19,11/05/1998,FW,19,Peru,Manchester City,Premier League,184,71,Right
Peru,2026,Player PER-20,12/05/1998,GK,20,Peru,Bayern Munich,Bundesliga,192,86,Right
Peru,2026,Player PER-21,13/05/1998,DF,21,Peru,PSG,Ligue 1,186,73,Left
Peru,2026,Player PER-22,14/05/1998,DF,22,Peru,Inter Milan,Serie A,187,74,Right
Peru,2026,Player PER-23,15/05/1998,DF,23,Peru,Al-Hilal,Saudi Pro League,188,75,Right
Peru,2026,Player PER-24,16/05/1998,MF,24,Peru,Real Madrid,LaLiga,189,76,Right
Peru,2026,Player PER-25,17/05/1998,MF,25,Peru,Manchester City,Premier League,190,77,Right
Peru,2026,Player PER-26,18/05/1998,MF,26,Peru,Bayern Munich,Bundesliga,191,78,Right
Chile,2026,Player CHI-1,11/05/1998,DF,1,Chile,Manchester City,Premier League,181,71,Right
Chile,2026,Player CHI-2,12/05/1998,DF,2,Chile,Bayern Munich,Bundesliga,182,72,Right
Chile,2026,Player CHI-3,13/05/1998,DF,3,Chile,PSG,Ligue 1,183,73,Left
Chile,2026,Player CHI-4,14/05/1998,MF,4,Chile,Inter Milan,Serie A,184,74,Right
Chile,2026,Player CHI-5,15/05/1998,MF,5,Chile,Al-Hilal,Saudi Pro League,185,75,Right
Chile,2026,Player CHI-6,16/05/1998,MF,6,Chile,Real Madrid,LaLiga,186,76,Right
Chile,2026,Player CHI-7,17/05/1998,FW,7,Chile,Manchester City,Premier League,187,77,Left
Chile,2026,Player CHI-8,18/05/1998,FW,8,Chile,Bayern Munich,Bundesliga,188,78,Right
Chile,2026,Player CHI-9,19/05/1998,FW,9,Chile,PSG,Ligue 1,189,79,Right
Chile,2026,Player CHI-10,20/05/1998,GK,10,Chile,Inter Milan,Serie A,192,86,Right
Chile,2026,Player CHI-11,21/05/1998,DF,11,Chile,Al-Hilal,Saudi Pro League,191,81,Left
Chile,2026,Player CHI-12,22/05/1998,DF,12,Chile,Real Madrid,LaLiga,192,82,Right
Chile,2026,Player CHI-13,23/05/1998,DF,13,Chile,Manchester City,Premier League,193,83,Right
Chile,2026,Player CHI-14,24/05/1998,MF,14,Chile,Bayern Munich,Bundesliga,194,84,Right
Chile,2026,Player CHI-15,25/05/1998,MF,15,Chile,PSG,Ligue 1,180,85,Right
Chile,2026,Player CHI-16,26/05/1998,MF,16,Chile,Inter Milan,Serie A,181,86,Right
Chile,2026,Player CHI-17,27/05/1998,FW,17,Chile,Al-Hilal,Saudi Pro League,182,87,Right
Chile,2026,Player CHI-18,10/05/1998,FW,18,Chile,Real Madrid,LaLiga,183,70,Right
Chile,2026,Player CHI-19,11/05/1998,FW,19,Chile,Manchester City,Premier League,184,71,Right
Chile,2026,Player CHI-20,12/05/1998,GK,20,Chile,Bayern Munich,Bundesliga,192,86,Right
Chile,2026,Player CHI-21,13/05/1998,DF,21,Chile,PSG,Ligue 1,186,73,Left
Chile,2026,Player CHI-22,14/05/1998,DF,22,Chile,Inter Milan,Serie A,187,74,Right
Chile,2026,Player CHI-23,15/05/1998,DF,23,Chile,Al-Hilal,Saudi Pro League,188,75,Right
Chile,2026,Player CHI-24,16/05/1998,MF,24,Chile,Real Madrid,LaLiga,189,76,Right
Chile,2026,Player CHI-25,17/05/1998,MF,25,Chile,Manchester City,Premier League,190,77,Right
Chile,2026,Player CHI-26,18/05/1998,MF,26,Chile,Bayern Munich,Bundesliga,191,78,Right
Nigeria,2026,Player NIG-1,11/05/1998,DF,1,Nigeria,Manchester City,Premier League,181,71,Right
Nigeria,2026,Player NIG-2,12/05/1998,DF,2,Nigeria,Bayern Munich,Bundesliga,182,72,Right
Nigeria,2026,Player NIG-3,13/05/1998,DF,3,Nigeria,PSG,Ligue 1,183,73,Left
Nigeria,2026,Player NIG-4,14/05/1998,MF,4,Nigeria,Inter Milan,Serie A,184,74,Right
Nigeria,2026,Player NIG-5,15/05/1998,MF,5,Nigeria,Al-Hilal,Saudi Pro League,185,75,Right
Nigeria,2026,Player NIG-6,16/05/1998,MF,6,Nigeria,Real Madrid,LaLiga,186,76,Right
Nigeria,2026,Player NIG-7,17/05/1998,FW,7,Nigeria,Manchester City,Premier League,187,77,Left
Nigeria,2026,Player NIG-8,18/05/1998,FW,8,Nigeria,Bayern Munich,Bundesliga,188,78,Right
Nigeria,2026,Player NIG-9,19/05/1998,FW,9,Nigeria,PSG,Ligue 1,189,79,Right
Nigeria,2026,Player NIG-10,20/05/1998,GK,10,Nigeria,Inter Milan,Serie A,192,86,Right
Nigeria,2026,Player NIG-11,21/05/1998,DF,11,Nigeria,Al-Hilal,Saudi Pro League,191,81,Left
Nigeria,2026,Player NIG-12,22/05/1998,DF,12,Nigeria,Real Madrid,LaLiga,192,82,Right
Nigeria,2026,Player NIG-13,23/05/1998,DF,13,Nigeria,Manchester City,Premier League,193,83,Right
Nigeria,2026,Player NIG-14,24/05/1998,MF,14,Nigeria,Bayern Munich,Bundesliga,194,84,Right
Nigeria,2026,Player NIG-15,25/05/1998,MF,15,Nigeria,PSG,Ligue 1,180,85,Right
Nigeria,2026,Player NIG-16,26/05/1998,MF,16,Nigeria,Inter Milan,Serie A,181,86,Right
Nigeria,2026,Player NIG-17,27/05/1998,FW,17,Nigeria,Al-Hilal,Saudi Pro League,182,87,Right
Nigeria,2026,Player NIG-18,10/05/1998,FW,18,Nigeria,Real Madrid,LaLiga,183,70,Right
Nigeria,2026,Player NIG-19,11/05/1998,FW,19,Nigeria,Manchester City,Premier League,184,71,Right
Nigeria,2026,Player NIG-20,12/05/1998,GK,20,Nigeria,Bayern Munich,Bundesliga,192,86,Right
Nigeria,2026,Player NIG-21,13/05/1998,DF,21,Nigeria,PSG,Ligue 1,186,73,Left
Nigeria,2026,Player NIG-22,14/05/1998,DF,22,Nigeria,Inter Milan,Serie A,187,74,Right
Nigeria,2026,Player NIG-23,15/05/1998,DF,23,Nigeria,Al-Hilal,Saudi Pro League,188,75,Right
Nigeria,2026,Player NIG-24,16/05/1998,MF,24,Nigeria,Real Madrid,LaLiga,189,76,Right
Nigeria,2026,Player NIG-25,17/05/1998,MF,25,Nigeria,Manchester City,Premier League,190,77,Right
Nigeria,2026,Player NIG-26,18/05/1998,MF,26,Nigeria,Bayern Munich,Bundesliga,191,78,Right
Egypt,2026,Player EGY-1,11/05/1998,DF,1,Egypt,Manchester City,Premier League,181,71,Right
Egypt,2026,Player EGY-2,12/05/1998,DF,2,Egypt,Bayern Munich,Bundesliga,182,72,Right
Egypt,2026,Player EGY-3,13/05/1998,DF,3,Egypt,PSG,Ligue 1,183,73,Left
Egypt,2026,Player EGY-4,14/05/1998,MF,4,Egypt,Inter Milan,Serie A,184,74,Right
Egypt,2026,Player EGY-5,15/05/1998,MF,5,Egypt,Al-Hilal,Saudi Pro League,185,75,Right
Egypt,2026,Player EGY-6,16/05/1998,MF,6,Egypt,Real Madrid,LaLiga,186,76,Right
Egypt,2026,Player EGY-7,17/05/1998,FW,7,Egypt,Manchester City,Premier League,187,77,Left
Egypt,2026,Player EGY-8,18/05/1998,FW,8,Egypt,Bayern Munich,Bundesliga,188,78,Right
Egypt,2026,Player EGY-9,19/05/1998,FW,9,Egypt,PSG,Ligue 1,189,79,Right
Egypt,2026,Player EGY-10,20/05/1998,GK,10,Egypt,Inter Milan,Serie A,192,86,Right
Egypt,2026,Player EGY-11,21/05/1998,DF,11,Egypt,Al-Hilal,Saudi Pro League,191,81,Left
Egypt,2026,Player EGY-12,22/05/1998,DF,12,Egypt,Real Madrid,LaLiga,192,82,Right
Egypt,2026,Player EGY-13,23/05/1998,DF,13,Egypt,Manchester City,Premier League,193,83,Right
Egypt,2026,Player EGY-14,24/05/1998,MF,14,Egypt,Bayern Munich,Bundesliga,194,84,Right
Egypt,2026,Player EGY-15,25/05/1998,MF,15,Egypt,PSG,Ligue 1,180,85,Right
Egypt,2026,Player EGY-16,26/05/1998,MF,16,Egypt,Inter Milan,Serie A,181,86,Right
Egypt,2026,Player EGY-17,27/05/1998,FW,17,Egypt,Al-Hilal,Saudi Pro League,182,87,Right
Egypt,2026,Player EGY-18,10/05/1998,FW,18,Egypt,Real Madrid,LaLiga,183,70,Right
Egypt,2026,Player EGY-19,11/05/1998,FW,19,Egypt,Manchester City,Premier League,184,71,Right
Egypt,2026,Player EGY-20,12/05/1998,GK,20,Egypt,Bayern Munich,Bundesliga,192,86,Right
Egypt,2026,Player EGY-21,13/05/1998,DF,21,Egypt,PSG,Ligue 1,186,73,Left
Egypt,2026,Player EGY-22,14/05/1998,DF,22,Egypt,Inter Milan,Serie A,187,74,Right
Egypt,2026,Player EGY-23,15/05/1998,DF,23,Egypt,Al-Hilal,Saudi Pro League,188,75,Right
Egypt,2026,Player EGY-24,16/05/1998,MF,24,Egypt,Real Madrid,LaLiga,189,76,Right
Egypt,2026,Player EGY-25,17/05/1998,MF,25,Egypt,Manchester City,Premier League,190,77,Right
Egypt,2026,Player EGY-26,18/05/1998,MF,26,Egypt,Bayern Munich,Bundesliga,191,78,Right
Ivory Coast,2026,Player IVO-1,11/05/1998,DF,1,Ivory Coast,Manchester City,Premier League,181,71,Right
Ivory Coast,2026,Player IVO-2,12/05/1998,DF,2,Ivory Coast,Bayern Munich,Bundesliga,182,72,Right
Ivory Coast,2026,Player IVO-3,13/05/1998,DF,3,Ivory Coast,PSG,Ligue 1,183,73,Left
Ivory Coast,2026,Player IVO-4,14/05/1998,MF,4,Ivory Coast,Inter Milan,Serie A,184,74,Right
Ivory Coast,2026,Player IVO-5,15/05/1998,MF,5,Ivory Coast,Al-Hilal,Saudi Pro League,185,75,Right
Ivory Coast,2026,Player IVO-6,16/05/1998,MF,6,Ivory Coast,Real Madrid,LaLiga,186,76,Right
Ivory Coast,2026,Player IVO-7,17/05/1998,FW,7,Ivory Coast,Manchester City,Premier League,187,77,Left
Ivory Coast,2026,Player IVO-8,18/05/1998,FW,8,Ivory Coast,Bayern Munich,Bundesliga,188,78,Right
Ivory Coast,2026,Player IVO-9,19/05/1998,FW,9,Ivory Coast,PSG,Ligue 1,189,79,Right
Ivory Coast,2026,Player IVO-10,20/05/1998,GK,10,Ivory Coast,Inter Milan,Serie A,192,86,Right
Ivory Coast,2026,Player IVO-11,21/05/1998,DF,11,Ivory Coast,Al-Hilal,Saudi Pro League,191,81,Left
Ivory Coast,2026,Player IVO-12,22/05/1998,DF,12,Ivory Coast,Real Madrid,LaLiga,192,82,Right
Ivory Coast,2026,Player IVO-13,23/05/1998,DF,13,Ivory Coast,Manchester City,Premier League,193,83,Right
Ivory Coast,2026,Player IVO-14,24/05/1998,MF,14,Ivory Coast,Bayern Munich,Bundesliga,194,84,Right
Ivory Coast,2026,Player IVO-15,25/05/1998,MF,15,Ivory Coast,PSG,Ligue 1,180,85,Right
Ivory Coast,2026,Player IVO-16,26/05/1998,MF,16,Ivory Coast,Inter Milan,Serie A,181,86,Right
Ivory Coast,2026,Player IVO-17,27/05/1998,FW,17,Ivory Coast,Al-Hilal,Saudi Pro League,182,87,Right
Ivory Coast,2026,Player IVO-18,10/05/1998,FW,18,Ivory Coast,Real Madrid,LaLiga,183,70,Right
Ivory Coast,2026,Player IVO-19,11/05/1998,FW,19,Ivory Coast,Manchester City,Premier League,184,71,Right
Ivory Coast,2026,Player IVO-20,12/05/1998,GK,20,Ivory Coast,Bayern Munich,Bundesliga,192,86,Right
Ivory Coast,2026,Player IVO-21,13/05/1998,DF,21,Ivory Coast,PSG,Ligue 1,186,73,Left
Ivory Coast,2026,Player IVO-22,14/05/1998,DF,22,Ivory Coast,Inter Milan,Serie A,187,74,Right
Ivory Coast,2026,Player IVO-23,15/05/1998,DF,23,Ivory Coast,Al-Hilal,Saudi Pro League,188,75,Right
Ivory Coast,2026,Player IVO-24,16/05/1998,MF,24,Ivory Coast,Real Madrid,LaLiga,189,76,Right
Ivory Coast,2026,Player IVO-25,17/05/1998,MF,25,Ivory Coast,Manchester City,Premier League,190,77,Right
Ivory Coast,2026,Player IVO-26,18/05/1998,MF,26,Ivory Coast,Bayern Munich,Bundesliga,191,78,Right
Cameroon,2026,Player CAM-1,11/05/1998,DF,1,Cameroon,Manchester City,Premier League,181,71,Right
Cameroon,2026,Player CAM-2,12/05/1998,DF,2,Cameroon,Bayern Munich,Bundesliga,182,72,Right
Cameroon,2026,Player CAM-3,13/05/1998,DF,3,Cameroon,PSG,Ligue 1,183,73,Left
Cameroon,2026,Player CAM-4,14/05/1998,MF,4,Cameroon,Inter Milan,Serie A,184,74,Right
Cameroon,2026,Player CAM-5,15/05/1998,MF,5,Cameroon,Al-Hilal,Saudi Pro League,185,75,Right
Cameroon,2026,Player CAM-6,16/05/1998,MF,6,Cameroon,Real Madrid,LaLiga,186,76,Right
Cameroon,2026,Player CAM-7,17/05/1998,FW,7,Cameroon,Manchester City,Premier League,187,77,Left
Cameroon,2026,Player CAM-8,18/05/1998,FW,8,Cameroon,Bayern Munich,Bundesliga,188,78,Right
Cameroon,2026,Player CAM-9,19/05/1998,FW,9,Cameroon,PSG,Ligue 1,189,79,Right
Cameroon,2026,Player CAM-10,20/05/1998,GK,10,Cameroon,Inter Milan,Serie A,192,86,Right
Cameroon,2026,Player CAM-11,21/05/1998,DF,11,Cameroon,Al-Hilal,Saudi Pro League,191,81,Left
Cameroon,2026,Player CAM-12,22/05/1998,DF,12,Cameroon,Real Madrid,LaLiga,192,82,Right
